snagid,site,plotid,group,crown,xc,yc,z_m,elev,trasp,slope,spp,dbh,ht,top,bark,branches,fungi,intensity,forage,insects,cavsum,zmax,zmean,zsd,zskew,zkurt,zentropy,pzabovezmean,pzabove2,zq5,zq10,zq15,zq20,zq25,zq30,zq35,zq40,zq45,zq50,zq55,zq60,zq65,zq70,zq75,zq80,zq85,zq90,zq95,zpcum1,zpcum2,zpcum3,zpcum4,zpcum5,zpcum6,zpcum7,zpcum8,zpcum9,p1th,p2th,p3th,p4th,p5th,n,area,ptd,zcv,rumple,top.rugosity,deepgap.fraction,cover.fraction,ENTmid,GFPall,GFPmid,LADm,LADcv,VAI,VCI,overcanopy,cat
BR212B_GF06,cda,BR212B,LI,YES,525949.6597,5297359.764,818.59,819.0800069173177,0.9993672731327949,0.09888401607424714,GF,0.45,36.55,INTACT,FULL,F,Y,N,N,N,0,34.29,22.56993442622951,7.23121513745145,-0.5491163265885362,2.41170130491812,0.8505986163450007,52.131147540983605,100,10.364,12.768,14.494,16.754,17.51,18.304000000000002,19.158,19.888,21.352,24.25,25.863999999999997,26.572000000000003,28.336000000000002,28.816000000000003,29.2,29.612000000000002,29.908,30.108,31.009999999999998,0.6578947368421052,3.9473684210526314,4.934210526315789,12.171052631578947,21.05263157894737,43.421052631578945,50,64.14473684210526,93.75,72.78688524590164,23.934426229508198,2.9508196721311477,0.32786885245901637,0,305,23.425500003060325,12.2,3.1211814331642187,4.664007790671787,5.553272637008954,0.5833333333333334,0.41666666666666663,0.7964313150773448,0.813158185061297,0.7078823828218702,0.28885621799620637,1.2299603496420894,4.621699487939302,0.6901313921276155,-2.259999999999998,large
BR212B_GF10,cda,BR212B,LB,NO,525943.2403,5297355.957,791.6,819.0800069173177,0.9993672731327949,0.09888401607424714,GF,0.56,5.7,BT,FULL,C,Y,N,Y,Y,1,43.89,30.991479500891266,11.246188550540632,-1.1632503992831507,3.2773797837957472,0.8493552868851036,66.48841354723707,99.28698752228165,5.53,11.39,17.020000000000003,22.580000000000002,27.04,27.88,31.57,32.63,33.92,34.46,36.47,37.24,37.9,38.82,39.410000000000004,40.1,40.88,41.38,42.11,2.5,9.821428571428573,10.714285714285715,16.607142857142858,19.642857142857142,22.5,33.57142857142857,52.32142857142857,75.89285714285714,68.44919786096256,26.737967914438503,4.27807486631016,0.53475935828877,0,561,24.157000003217952,22.44,2.7557318074132264,2.6001967255454734,2.5512658751949124,0.6111111111111112,0.38888888888888884,0.8316526975653967,0.8876223364411189,0.8214254027276029,0.2354012640191812,0.7647444218226184,4.943426544402805,0.7334783058395266,38.19,large
BR212B_GF11,cda,BR212B,LB,NO,525919.1023,5297347.846,810.91,819.0800069173177,0.9993672731327949,0.09888401607424714,GF,0.6,NA,BT,FULL,N,Y,N,Y,Y,0,29.12,14.69315960912052,7.116485242482263,0.07491027656761463,2.314555866483178,0.8615033105164115,41.69381107491857,97.39413680781759,2.062,4.312,8.03,8.232000000000001,9.155000000000001,10.688,12.52,12.724,13.028,13.84,14.238000000000001,15.32800000000001,18.629,18.76,19.955,20.96,22.794,24.708000000000006,27.392999999999997,8.169934640522875,11.76470588235294,23.202614379084967,30.71895424836601,58.169934640522875,60.45751633986928,79.41176470588235,87.58169934640523,91.83006535947712,53.420195439739416,41.36807817589577,5.211726384364821,0,0,307,23.51760000092685,12.28,2.0646652256662983,4.646962393616159,6.569768356931336,0.6111111111111112,0.38888888888888884,0.8206074157041411,0.8850715129958763,0.8366919078753993,0.26052901470766865,0.7239793703811049,3.647406205907361,0.668672979035821,NA,large
BR212C_PP01,cda,BR212C,LB,YES,531842.2479,5281329.861,827.77,847.1683349609375,0.9119974930362045,0.4030914264790354,PP,0.62,18.2,BT,FULL,M,N,N,N,N,1,5.92,2.5196666666666667,1.230566125206503,1.2980497622163005,3.657378868029721,0.714058378422896,40,53.333333333333336,1.4289999999999998,1.44,1.4945,1.548,1.595,1.67,1.7275,1.9460000000000002,1.9909999999999999,2.0250000000000004,2.1540000000000004,2.328000000000001,2.6010000000000004,2.709,2.8500000000000005,3.1320000000000006,4.085500000000003,4.621,4.794999999999999,0,0,37.93103448275862,62.06896551724138,79.3103448275862,86.20689655172414,86.20689655172414,96.55172413793103,100,100,0,0,0,0,30,18.91960000256272,1.2,2.0475670628783464,1.233765296966315,0.6053731877351122,0.7333333333333333,0.2666666666666667,0.4270811755828271,0.7581226053639847,0.7581226053639847,NA,NA,0,0.29197012427928126,-12.28,large
BR212I_PP01,cda,BR212I,LB,NO,530846.6234,5293587.418,1115.99,1138.7300048828124,0.9832311761354771,0.5223082841811865,PP,0.55,7.77,BT,FULL,C,N,N,Y,Y,0,34.47,27.41415019762846,3.9035251377646687,-0.16643370402221525,2.1562638300655537,0.6523523155367711,53.359683794466406,100,21.182000000000002,23.454,23.830000000000002,23.91,23.98,24.216,24.482000000000003,24.858,25.04,28.3,28.902,29.258000000000003,30.2,30.384,30.6,30.998,31.136,32.766000000000005,33.056,0,0,0,0,0.7936507936507936,1.9841269841269842,28.571428571428573,46.82539682539682,80.55555555555556,87.74703557312253,10.67193675889328,1.5810276679841897,0,0,253,9.356399999106209,10.12,7.022921392873882,2.463789673329523,2.2914591857591526,0.6875,0.3125,0.21247364923557852,0.4669018042599928,0.19298245614035087,0.4840242308167575,0.8056794897506174,4.840242308167575,0.5292846743786164,26.7,large
BR212X_DF04,cda,BR212X,LB,NO,535490.2364,5282479.867,1334.67,1353.0380126953125,0.7587779460160244,0.20231263515076064,DF,0.44,5.7,BT,SOME,N,N,S,Y,Y,0,26.18,15.0475,6.034592905777616,0.014627962863967918,2.3992806841002134,0.7839443426202807,57.49999999999999,100,6.0185,6.798,8.954,9.4,11.1275,11.966999999999999,12.6525,13.472000000000001,15.209000000000001,15.43,15.585,17.382,17.762500000000003,18.215000000000003,18.7225,19.092,19.620500000000014,23.46000000000002,25.689,0,5.128205128205128,15.384615384615383,25.64102564102564,41.02564102564102,58.97435897435897,71.7948717948718,87.17948717948718,92.3076923076923,92.5,7.5,0,0,0,40,10.294199999807589,1.6,2.493540199802588,2.2252283791162495,4.3200051311697925,0.8125,0.1875,0.7754857669458991,0.8054536738372564,0.7420076171640986,0.30740662117616135,0.9516383441526433,3.688879454113936,0.589625048113323,20.48,large
BR212X_GF01,cda,BR212X,SB,YES,535508.7474,5282459.085,1334.67,1353.0380126953125,0.7587779460160244,0.20231263515076064,GF,0.39,5.12,BT,FULL,M,N,L,Y,Y,0,35.58,26.99325153374233,7.3595922863651495,-1.944942046342442,6.647206714493327,0.7872619253853127,69.93865030674846,100,5.358999999999999,19.144,22.071,24.242,25.19,26.952000000000005,27.905,28.278,28.607,28.93,29.471999999999998,29.676000000000002,30.162000000000003,30.798000000000002,31.200000000000003,31.646,32.773,33.416,34.230000000000004,3.0864197530864197,5.555555555555555,6.790123456790123,6.790123456790123,9.876543209876543,13.580246913580247,23.456790123456788,42.59259259259259,81.48148148148148,77.91411042944786,21.472392638036812,0.6134969325153374,0,0,163,19.792500003135064,6.52,3.6677645287160474,3.9180830229700425,4.800219013432936,0.5666666666666667,0.43333333333333335,0.6487154886667355,0.8526078951492064,0.825098731677679,0.21776951802329136,1.164364865525346,3.484312288372662,0.6438043979058666,30.459999999999997,small
BR212X_GF03,cda,BR212X,LB,NO,535494.4094,5282472.335,1339.76,1353.0380126953125,0.7587779460160244,0.20231263515076064,GF,0.43,19.66,BT,SOME,C,N,S,Y,Y,0,24.55,15.289,4.725242190447942,-0.8978578489033029,3.3537864950135,0.757844287651933,62,100,5.461,7.436,9.520000000000001,11.9,13.2575,14.277000000000001,15.0335,15.722000000000001,16.485,17.155,17.708,17.870000000000005,18.007,18.069,18.285,18.424000000000003,18.5865,18.802,19.045,0.6711409395973155,4.026845637583893,10.067114093959733,16.107382550335572,21.476510067114095,34.899328859060404,50.33557046979866,95.97315436241611,95.97315436241611,70.66666666666667,22.666666666666664,6,0.6666666666666667,0,150,20.820999998393003,6,3.235601347779941,1.253288681339976,0.7303022735239737,0.68,0.31999999999999995,0.7725067774038225,0.7887193968009812,0.7356137008039935,0.3294855393614877,1.160798151701316,3.624340932976365,0.5566845799691984,4.890000000000001,large
BR212X_GF04,cda,BR212X,LB,YES,535489.8921,5282487.089,1347.88,1353.0380126953125,0.7587779460160244,0.20231263515076064,GF,0.74,15.33,BT,FULL,M,Y,L,Y,Y,7,30.04,12.170807799442898,4.705338423624049,-0.36869663850099366,2.9934941106305555,0.7426625409104948,60.16713091922006,99.44289693593315,4.112,4.514,5.334,7.03,8.1,10.382000000000001,11.094000000000005,12.258000000000001,12.878000000000002,13.66,14.385000000000002,14.794000000000002,15.267,15.576,15.875,16.092000000000002,16.343,16.728,17.341,0.8379888268156425,17.039106145251395,25.977653631284912,38.8268156424581,62.290502793296085,99.72067039106145,99.72067039106145,99.72067039106145,99.72067039106145,67.68802228412257,26.46239554317549,5.8495821727019495,0,0,359,23.618700000431808,14.36,2.5865956289853744,1.7666803180172241,1.1743167688602483,0.6111111111111112,0.38888888888888884,0.8432110734633572,0.8451586281426443,0.7558068355221051,0.3460116805285556,0.5735126117060684,5.190175207928333,0.5819895393965042,14.709999999999999,large
BR212X_WL01,cda,BR212X,LI,NO,535505.5858,5282460.733,1340.68,1353.0380126953125,0.7587779460160244,0.20231263515076064,WL,0.44,NA,INTACT,FULL,N,N,L,N,N,0,32.8,16.344,12.959743664983076,-0.054034926808300854,1.177524119361121,0.5844892916319909,56.666666666666664,90,1.9545,2.059,2.1805,2.3440000000000003,2.4525,2.783,2.9635,3.112,16.599500000000003,18.91,19.159,28.564,28.578500000000002,28.613,28.7025,28.778000000000002,29.209500000000002,30.25400000000001,31.915999999999997,44.827586206896555,44.827586206896555,44.827586206896555,44.827586206896555,44.827586206896555,58.62068965517241,58.62068965517241,58.62068965517241,89.65517241379311,90,10,0,0,0,30,9.94559999948889,1.2,1.2611360550410504,3.8841706475666853,7.393329583708097,0.85,0.15000000000000002,0.49994000488897417,0.9311535595849322,0.9059810158881366,0.14391156831212784,0.38902198525034304,2.3025850929940455,0.46637581150611535,NA,large
BR212X_WP01,cda,BR212X,LI,YES,535516.5449,5282460.133,1338.02,1353.0380126953125,0.7587779460160244,0.20231263515076064,WP,0.44,29.6,INTACT,FULL,F,Y,N,Y,Y,0,28.900000000000002,8.2525,6.108038593944563,1.2646454033973644,4.588346733403156,0.6648952963842941,45.45454545454545,95.45454545454545,2.3205,2.5100000000000002,2.5425,2.604,2.6875000000000004,3.7660000000000005,4.192,5.333999999999999,6.9110000000000005,7.165,8.692000000000004,9.426,9.638,9.89,10.017500000000002,12.39,12.5775,17.800000000000015,19.682,30.23255813953488,41.860465116279066,55.81395348837209,79.06976744186046,90.69767441860465,90.69767441860465,100,100,100,72.72727272727273,22.727272727272727,2.272727272727273,0,2.272727272727273,44,15.904000003271737,1.76,1.351088385096556,5.142772485630951,6.298865929673372,0.7333333333333333,0.2666666666666667,0.7276927488217244,0.9004128483758193,0.8491947302961069,0.22078874666845114,0.41813934402522707,3.0910424533583156,0.5109277842303844,-0.6999999999999993,large
BR21X2_AS01,cda,BR21X2,SB,NO,535903.1122,5282767.931,1334.2,1351.7433471679688,0.9992299709511935,0.30392662277861643,AS,0.31,14.8,BT,SOME,C,N,S,N,N,0,37.46,27.250729166666666,9.275269177425518,-1.0939409156673319,3.0905149013024507,0.8672181264515948,64.0625,100,6.699000000000001,12.858,14.910500000000003,19.092000000000006,23.18,25.53,26.875000000000007,28.664,29.309,30.66,31.79,32.510000000000005,33.0575,33.70700000000001,34.7775,35.084,35.2605,35.547000000000004,36.66499999999999,1.5706806282722512,5.7591623036649215,9.424083769633507,15.706806282722512,19.371727748691097,25.13089005235602,34.55497382198953,47.64397905759162,70.15706806282722,64.58333333333334,27.083333333333332,7.8125,0.5208333333333333,0,192,21.21209999834965,7.68,2.9379987411028963,3.9143786476479163,4.938855815796891,0.6111111111111112,0.38888888888888884,0.8992005328256466,0.8383226321201166,0.7616762206411388,0.24464018137409835,1.1454085175235293,4.158883083359672,0.7198907987648363,22.66,small
BR21X2_AS02,cda,BR21X2,SI,NO,535906.0406,5282779.73,1335.47,1351.7433471679688,0.9992299709511935,0.30392662277861643,AS,0.38,28.2,INTACT,SOME,N,N,S,N,Y,0,38.33,27.730890410958903,6.865885172481442,-1.2407408514866358,4.391714243819618,0.7317225607198268,54.109589041095894,100,11.96,18.86,22.892500000000002,24.12,24.392500000000002,24.689999999999998,26.675,26.94,27.415,30.355,30.657500000000002,30.77,30.9125,31.815000000000012,32.725,33.24,33.682500000000005,34.065000000000005,34.5675,0,1.3793103448275863,4.827586206896552,8.96551724137931,10.344827586206897,16.551724137931036,36.55172413793103,56.55172413793103,93.79310344827587,72.6027397260274,23.972602739726025,3.4246575342465753,0,0,146,21.42480000109859,5.84,4.038938857017982,3.389678156670616,4.172557031523798,0.6111111111111112,0.38888888888888884,0.7989072134724561,0.7662724053765693,0.633123674571043,0.26815371507177443,0.8556009722418708,4.290459441148391,0.6117513499003256,10.129999999999999,small
BR21X2_GF01,cda,BR21X2,SB,YES,535911.7546,5282777.876,1336.88,1351.7433471679688,0.9992299709511935,0.30392662277861643,GF,0.35,36.2,BT,FULL,V,N,H,N,N,0,37.07,25.53351219512195,8.296944060391882,-0.8165779629887815,2.5411649310321183,0.8324644362389277,60,100,10.432,11.414000000000001,14.548000000000002,15.902,22,23.46,23.97,25.51,26.68,28.13,28.832,29.684,30.792,32.28,32.84,32.986000000000004,33.124,33.588,34.53,0,2.450980392156863,8.333333333333332,16.176470588235293,23.03921568627451,26.96078431372549,42.15686274509804,59.80392156862745,87.25490196078431,61.951219512195124,26.82926829268293,9.75609756097561,1.4634146341463417,0,205,22.181600000752695,8.2,3.0774598465734324,2.4431515094311966,2.854017165497149,0.5833333333333334,0.41666666666666663,0.7520378422481774,0.7998809637429914,0.6827728683046973,0.23209825416901922,0.9340812754305242,3.7135720667043075,0.691041238263152,0.8699999999999974,small
BR21X2_GF03,cda,BR21X2,LB,NO,535931.4861,5282766.106,1346.71,1351.7433471679688,0.9992299709511935,0.30392662277861643,GF,0.45,14.4,BT,SOME,N,N,S,Y,Y,0,30.78,25.06457142857143,4.066118287704703,-2.5458840013266486,17.111352132689696,0.6369168089055097,40,98.57142857142858,20.7745,22.399,22.8505,23.01,23.0675,23.325999999999997,24.2635,24.396,24.461,24.62,24.767999999999997,25.012,25.2655,26.681,27.705000000000002,29.268,29.6065,29.833000000000002,30.331,1.4492753623188406,1.4492753623188406,1.4492753623188406,1.4492753623188406,1.4492753623188406,1.4492753623188406,10.144927536231883,50.72463768115942,75.36231884057972,81.42857142857143,18.571428571428573,0,0,0,70,12.14730000220919,2.8,6.164250436186945,3.025325590360935,2.4579178434195073,0.6,0.4,-0,0.8859277764108268,0.9473684210526315,0.28323301613662394,0.49237166325863474,4.248495242049359,0.49912160615285817,16.380000000000003,large
BR21X2_GF04,cda,BR21X2,LI,YES,535917.5285,5282778.467,1342.56,1351.7433471679688,0.9992299709511935,0.30392662277861643,GF,0.55,36.4,INTACT,FULL,F,Y,S,Y,Y,0,35.97,27.211764705882352,5.8976899396430555,-1.4368400002428399,5.097785521047133,0.7569197522874483,55.392156862745104,100,12.536,20.644000000000002,23.8825,24.214,24.567500000000003,25.348000000000003,26.330000000000002,26.502000000000002,27.567500000000003,28.21,28.996000000000002,29.82,30.199499999999997,30.891000000000002,31.435000000000002,32.126,32.451,33.364,33.901,0,0,4.433497536945813,6.403940886699508,9.35960591133005,10.83743842364532,30.04926108374384,52.216748768472904,83.74384236453201,61.274509803921575,30.392156862745097,7.8431372549019605,0.49019607843137253,0,204,24.058399997994677,8.16,4.6139700432487105,1.8113257706018995,1.356658054530719,0.48,0.52,0.5795562369363333,0.6891115635423277,0.5211818046346317,0.2712585018935509,1.5327561209978655,3.5263605246161616,0.6189912780882592,-0.4299999999999997,large
BR21X2_GF09,cda,BR21X2,SB,NO,535929.8682,5282748.646,1338.55,1351.7433471679688,0.9992299709511935,0.30392662277861643,GF,0.22,1.9,BT,FULL,N,Y,L,Y,Y,0,31.59,23.36477272727273,6.562429685461276,-1.0807936813976522,3.448643246667577,0.8325830720285479,65.3409090909091,99.43181818181817,10.27,12.485,15.5975,17.580000000000002,20.4025,22.560000000000002,23.435000000000002,23.95,24.637500000000003,25.14,25.712500000000002,26.57,27.3425,27.645000000000003,28.0725,28.26,28.94750000000001,30.435000000000002,31.0275,0.5714285714285714,1.7142857142857142,4,10.857142857142858,16,22.857142857142858,29.714285714285715,51.42857142857143,83.42857142857143,66.47727272727273,25,8.522727272727272,0,0,176,21.25169999933145,7.04,3.560384468428847,2.425922943914599,2.2485079998244895,0.6111111111111112,0.38888888888888884,0.7797284360300671,0.8304577407626104,0.7907642724772832,0.34469893300254345,1.2517415871223971,5.170483995038152,0.658488248784315,29.69,small
BR21X2_GF12,cda,BR21X2,SB,NO,535926.3507,5282747.179,1341.57,1351.7433471679688,0.9992299709511935,0.30392662277861643,GF,0.34,3.5,BT,SOME,N,N,S,Y,Y,1,29.11,21.04582089552239,6.246536288520158,-1.03734659228182,3.2084633938058773,0.7416852685519659,61.19402985074627,100,8.324000000000002,11.174,12.529000000000002,14.912,20.255,20.626,20.962000000000003,21.42,22.499,22.68,22.793,22.976,23.129,25.494000000000003,25.785000000000004,26.616000000000007,27.351,27.484,27.794,0,4.545454545454546,6.0606060606060606,12.121212121212121,18.181818181818183,22.727272727272727,28.78787878787879,68.18181818181817,80.3030303030303,71.64179104477611,22.388059701492537,5.970149253731343,0,0,67,7.568399999305512,2.68,3.3691985323450786,1.4918086071195165,0.9315440587182828,0.75,0.25,0.6215462324875034,0.7565003148935802,0.6860781838967435,0.25884002756023805,1.2685260926951751,3.1060803307228566,0.5756738157307155,25.61,small
BR21X2_GF15,cda,BR21X2,LB,NO,535923.9717,5282743.608,1336.29,1351.7433471679688,0.9992299709511935,0.30392662277861643,GF,0.42,5.1,BT,FULL,N,N,S,Y,Y,0,30.96,24.385172413793104,3.955971894834255,-1.6635996329862732,11.108418609899426,0.6633190655889907,57.47126436781609,100,19.539,20.554000000000002,21.429,21.572,21.645000000000003,21.774,22.665999999999997,23.434,24.648000000000003,25.18,25.282,25.552000000000003,26.048000000000005,26.433999999999997,26.700000000000003,26.9,27.198,29.786,30.426000000000002,1.1764705882352942,1.1764705882352942,1.1764705882352942,1.1764705882352942,1.1764705882352942,2.3529411764705883,29.41176470588235,47.05882352941177,89.41176470588235,86.20689655172413,12.643678160919542,1.1494252873563218,0,0,87,20.141100000513113,3.48,6.16414197624495,4.350728558149632,6.149516004606304,0.52,0.48,0.35835740592897647,0.8267118636569455,0.8128654970760234,0.318993437046756,0.6831876812277494,4.465908118654584,0.519811807098511,25.86,large
BR21X2_GF16,cda,BR21X2,LI,YES,535918.2077,5282765.69,1339.64,1351.7433471679688,0.9992299709511935,0.30392662277861643,GF,0.49,31.8,INTACT,FULL,M,Y,L,Y,Y,0,36.78,26.914117647058823,9.091288194578881,-1.08531091071392,2.6198854537756993,0.7287062377770428,73.10924369747899,100,10.962,12.188000000000002,13.272000000000002,13.51,21.1,28.068,28.498000000000005,29.548000000000002,30.611,30.96,31.238,32.370000000000005,32.711,33.228,33.335,33.45,33.693,34.516,34.861000000000004,0.847457627118644,3.3898305084745766,5.932203389830509,22.033898305084744,25.423728813559322,25.423728813559322,27.11864406779661,38.13559322033898,67.79661016949152,71.42857142857143,21.84873949579832,5.88235294117647,0.8403361344537815,0,119,22.42350000160723,4.76,2.960429487111371,5.035961842369161,5.288788103390426,0.5666666666666667,0.43333333333333335,0.6457208648144149,0.8451170794193502,0.7644448969694934,0.28112491135950174,0.8303488915930636,4.77912349311153,0.6004752198957211,4.98,large
BR21X2_GF17,cda,BR21X2,LI,YES,535913.5172,5282759.77,1337.94,1351.7433471679688,0.9992299709511935,0.30392662277861643,GF,0.46,29.4,INTACT,FULL,V,Y,S,Y,Y,0,32.42,23.798362068965517,6.448878020914621,-0.9022098559514887,2.971899835413565,0.7896418209794328,66.37931034482759,100,10.1175,14.36,16.73,17.7,19.0875,20.935000000000002,24.2825,24.87,25.290000000000003,25.545,25.7675,27.000000000000004,27.525000000000002,28.130000000000003,28.6275,28.810000000000002,29.0075,31.010000000000005,31.8425,0,0,5.217391304347826,7.826086956521739,12.173913043478262,26.956521739130434,33.91304347826087,56.52173913043478,86.95652173913044,68.96551724137932,23.275862068965516,7.758620689655173,0,0,116,18.83699999713758,4.64,3.6903104682371217,2.3710562868654366,2.1692229086639587,0.44,0.56,0.7435826259387218,0.6926277898739589,0.5451166040618503,0.28115214634140423,1.2324557838089654,3.654977902438255,0.6300711584128073,3.020000000000003,large
BR21X2_GF19,cda,BR21X2,SI,YES,535906.7157,5282767.62,1335.17,1351.7433471679688,0.9992299709511935,0.30392662277861643,GF,0.26,21.6,INTACT,FULL,F,N,S,N,N,0,32.9,21.166153846153847,6.245362327942828,-0.031170925887097526,2.2182173524758273,0.7947702926292434,48.717948717948715,100,12.468000000000002,13.170000000000002,13.982000000000001,15.594000000000003,17.765,18.208000000000002,18.543,18.978,19.381,20.8,21.875,23.28600000000001,23.759,25.182000000000002,25.940000000000005,26.578000000000003,28.382000000000005,29.062,31.443,0,0,5.263157894736842,10.526315789473683,21.052631578947366,47.368421052631575,60.52631578947368,81.57894736842104,94.73684210526315,82.05128205128204,15.384615384615385,2.564102564102564,0,0,39,19.894199999726098,1.56,3.38909942045361,3.079820602667458,2.654634549188191,0.48,0.52,0.63691834258789215,0.6845145372358571,0.4881993276037597,0.24753453879747508,0.7959358239575455,2.970414465569701,0.6341632695288009,11.299999999999997,small
BR21X2_GF20,cda,BR21X2,LI,YES,535903.9988,5282770.159,1340.36,1351.7433471679688,0.9992299709511935,0.30392662277861643,GF,0.51,32.7,INTACT,FULL,F,Y,S,N,Y,0,37.46,26.788839285714285,9.354095672367912,-0.8392277676989046,2.5856161750974183,0.8041915664568606,62.5,100,8.578000000000001,12.429,16.938500000000005,18.636,18.907500000000002,20.604,24.2615,27.89,28.9175,30.465,31.3435,31.728,32.27100000000001,34.908,35.205,35.248,35.3705,35.613,37.0045,0.9009009009009009,3.6036036036036037,9.90990990990991,12.612612612612612,21.62162162162162,31.53153153153153,36.93693693693694,48.648648648648646,68.46846846846847,75.89285714285714,20.535714285714285,2.6785714285714284,0.8928571428571428,0,112,19.89239999931995,4.48,2.863862015528532,3.9637841913624388,5.3211544792858865,0.6,0.4,0.7578829616675139,0.8456844605260712,0.7613427938424193,0.27755875713500555,0.8495262363932727,4.718498871295094,0.6675715041905185,4.759999999999998,large
BR21X2_GF21,cda,BR21X2,LI,YES,535904.1571,5282768.826,1337.37,1351.7433471679688,0.9992299709511935,0.30392662277861643,GF,0.51,37.4,INTACT,FULL,F,Y,S,N,Y,0,37.46,29.302368421052634,7.73458104220668,-1.4673750070798244,4.828266245299887,0.776351258741602,61.40350877192983,100,13.629500000000002,18.384,20.7845,24.872,26.455000000000002,28.537999999999997,29.075499999999998,29.534000000000002,30.555500000000002,31.375,31.7935,32.79600000000001,34.6465,35.09,35.227500000000006,35.348,35.5215,36.292,37.0035,0.8849557522123894,2.6548672566371683,5.3097345132743365,6.1946902654867255,10.619469026548673,17.699115044247787,24.778761061946902,42.47787610619469,62.83185840707965,71.05263157894737,24.561403508771928,4.385964912280701,0,0,114,15.906399999099225,4.56,3.7884881238108603,2.949377742610173,3.0179483115373453,0.6666666666666666,0.33333333333333337,0.7031927892317876,0.8397524056377705,0.785547201336675,0.278599908729088,1.1218099142718139,4.736198448394496,0.6444608463898076,0.060000000000002274,large
BR21X2_UN01,cda,BR21X2,SB,NO,535902.2638,5282747.364,1332.74,1351.7433471679688,0.9992299709511935,0.30392662277861643,UN,0.35,14.3,BT,SOME,C,N,S,Y,Y,0,32.46,15.0625,11.395880316229114,0.02187757344983417,1.351164539897419,0.7669990157976918,48.214285714285715,78.57142857142857,1.6975,1.84,1.9025,1.95,2.125,2.285,5.3100000000000085,10.8,11.630000000000003,14.530000000000001,18.425000000000015,22.440000000000005,23.355000000000004,24.355,25.980000000000004,27.42,27.572500000000005,29.44000000000001,30.3125,34.54545454545455,36.36363636363637,40,47.27272727272727,52.72727272727273,56.36363636363637,61.81818181818182,76.36363636363636,90.9090909090909,73.21428571428571,21.428571428571427,5.357142857142857,0,0,56,12.923999999379973,2.24,1.321749578095268,10.778339874140038,10.271985942357983,0.7,0.30000000000000004,0.5982557149748047,0.9346541737170895,0.9198721227684464,0.0962778150591968,0.8750981726770793,1.5404450409471488,0.6120040068112375,18.16,small
BR21X4_DF01,cda,BR21X4,LI,YES,530096.105,5292134.924,1155.22,1167.34599609375,0.7334655917352586,0.323599981154658,DF,0.64,NA,INTACT,FULL,F,N,S,Y,Y,0,26.52,12.232835820895522,5.920679726003633,0.7330724907858779,2.326539367575107,0.8436523460266543,36.318407960199,100,5.07,6.18,7.03,7.29,7.7700000000000005,8.01,8.4,8.85,9.6,10.16,10.430000000000001,10.950000000000001,13.810000000000006,15.21,18.02,18.400000000000002,19.75000000000001,22.13,23.150000000000002,0,5.5,29,57,64,71.5,82.5,89.5,97,75.12437810945273,21.393034825870647,3.482587064676617,0,0,201,22.021999999547376,8.04,2.066120173190401,4.310500146795689,5.374275957435259,0.5833333333333334,0.41666666666666663,0.8251016283158489,0.7728584191998856,0.6963747906820513,0.3264175455782654,0.6451703198014589,3.9170105469391854,0.634532999440023,NA,large
BR21X4_DF02,cda,BR21X4,LB,NO,530090.5917,5292129.116,1151.55,1167.34599609375,0.7334655917352586,0.323599981154658,DF,0.59,NA,BT,FULL,C,Y,L,Y,Y,1,23.93,6.8883486238532114,6.333010300791295,1.500670009688066,3.754844250784725,0.7052230396402565,18.34862385321101,84.40366972477065,1.6540000000000004,1.73,2.004,2.422,2.57,3.3200000000000003,3.64,4.06,4.492000000000001,4.97,5.224,5.438000000000001,5.62,6.04,6.260000000000001,6.630000000000001,17.872,18.55,21.701999999999998,19.444444444444446,50,82.4074074074074,82.4074074074074,82.4074074074074,82.4074074074074,83.33333333333333,92.5925925925926,95.37037037037037,84.40366972477065,14.678899082568808,0.9174311926605505,0,0,109,18.557400001783297,4.36,1.0876894709917855,4.280894595908651,6.469461511008798,0.52,0.48,0.6772580928857997,0.899646517733811,0.8766673141452603,0.16892132165208432,0.5692651785018569,1.8581345381729275,0.5114612413909106,NA,large
BR21X4_DF03,cda,BR21X4,SB,NO,530096.0464,5292117.363,1156.94,1167.34599609375,0.7334655917352586,0.323599981154658,DF,0.39,1.85,BT,SOME,N,Y,N,Y,Y,1,29.240000000000002,17.81159482758621,7.98521797470319,-0.6196139589967462,2.4290452598731562,0.8949918008692097,58.620689655172406,95.25862068965517,2.0454999999999997,3.463,8.622,12.758000000000001,13.762500000000001,14.875,15.578500000000002,16.88,18.2145,19.369999999999997,19.8635,20.130000000000003,22.0215,23.69600000000001,24.8225,25.378,25.8235,27.132,28.239,7.792207792207792,13.852813852813853,16.017316017316016,19.48051948051948,29.87012987012987,40.692640692640694,62.33766233766234,70.12987012987013,85.71428571428571,59.91379310344828,32.327586206896555,7.758620689655173,0,0,232,24.108000001467765,9.28,2.2305708978781214,4.55613540336988,4.53800556775408,0.6111111111111112,0.38888888888888884,0.8421538056018709,0.8776490745350672,0.837970478962133,0.21777443563342425,0.8900333569372987,3.0488420988679397,0.6946657388247475,27.39,small
